Approved symbol	Ensembl gene ID
LINC01169	ENSG00000259471
LINC01170	ENSG00000253807
LINC01173	ENSG00000280744
LINC01176	ENSG00000281404
LINC01177	ENSG00000261397
LINC01179	ENSG00000249500
LINC01181	ENSG00000250929
LINC01182	ENSG00000250634
LINC01184	ENSG00000245937
LINC01185	ENSG00000228414
LINC01187	ENSG00000249601
LINC01191	ENSG00000234199
LINC01192	ENSG00000241369
LINC01194	ENSG00000248131
LINC01195	ENSG00000261075
LINC01197	ENSG00000248441
LINC01198	ENSG00000231817
LINC01202	ENSG00000280776
LINC01205	ENSG00000228980
LINC01206	ENSG00000242512
LINC01208	ENSG00000223715
LINC01210	ENSG00000239513
LINC01214	ENSG00000243550
LINC01215	ENSG00000271856
LINC01216	ENSG00000250223
LINC01217	ENSG00000251219
LINC01218	ENSG00000251636
LINC01220	ENSG00000259687
LINC01221	ENSG00000235492
LINC01222	ENSG00000233410
LINC01224	ENSG00000269416
LINC01225	ENSG00000260386
LINC01226	ENSG00000284543
LINC01227	ENSG00000260737
LINC01228	ENSG00000261082
LINC01229	ENSG00000260876
LINC01231	ENSG00000236511
LINC01232	ENSG00000280734
LINC01234	ENSG00000249550
LINC01235	ENSG00000270547
LINC01239	ENSG00000234840
LINC01241	ENSG00000236306
LINC01242	ENSG00000280683
LINC01243	ENSG00000260720
LINC01247	ENSG00000227007
LINC01248	ENSG00000224128
LINC01249	ENSG00000231532
LINC01250	ENSG00000234423
LINC01252	ENSG00000247157
LINC01254	ENSG00000260913
LINC01255	ENSG00000267252
LINC01256	ENSG00000251398
LINC01257	ENSG00000204603
LINC01258	ENSG00000249534
LINC01259	ENSG00000249667
LINC01266	ENSG00000224957
LINC01267	ENSG00000251576
LINC01268	ENSG00000227502
LINC01269	ENSG00000258689
LINC01270	ENSG00000203999
LINC01271	ENSG00000233077
LINC01275	ENSG00000237595
LINC01276	ENSG00000226917
LINC01277	ENSG00000229017
LINC01280	ENSG00000224391
LINC01287	ENSG00000234722
LINC01288	ENSG00000254344
LINC01289	ENSG00000253734
LINC01298	ENSG00000253351
LINC01299	ENSG00000254081
LINC01301	ENSG00000251396
LINC01303	ENSG00000250548
LINC01304	ENSG00000237401
LINC01307	ENSG00000231671
LINC01311	ENSG00000260924
LINC01312	ENSG00000223586
LINC01318	ENSG00000237790
LINC01320	ENSG00000228262
LINC01322	ENSG00000244128
LINC01323	ENSG00000241636
LINC01324	ENSG00000241767
LINC01327	ENSG00000241669
LINC01331	ENSG00000248673
LINC01332	ENSG00000250446
LINC01333	ENSG00000249343
LINC01335	ENSG00000248942
LINC01337	ENSG00000251221
LINC01338	ENSG00000281327
LINC01339	ENSG00000248555
LINC01340	ENSG00000250331
LINC01341	ENSG00000227953
LINC01344	ENSG00000228918
LINC01345	ENSG00000226374
LINC01346	ENSG00000233304
LINC01349	ENSG00000230402
LINC01350	ENSG00000228309
LINC01351	ENSG00000237457
LINC01352	ENSG00000238078
LINC01353	ENSG00000231507
LINC01354	ENSG00000231768
LINC01355	ENSG00000261326
LINC01356	ENSG00000215866
LINC01357	ENSG00000224167
LINC01358	ENSG00000237352
LINC01359	ENSG00000226891
LINC01360	ENSG00000233973
LINC01361	ENSG00000236268
LINC01362	ENSG00000230817
LINC01363	ENSG00000231605
LINC01364	ENSG00000227290
LINC01365	ENSG00000250772
LINC01366	ENSG00000235172
LINC01370	ENSG00000237767
LINC01374	ENSG00000280560
LINC01375	ENSG00000226159
LINC01376	ENSG00000236204
LINC01378	ENSG00000236922
LINC01386	ENSG00000251324
LINC01387	ENSG00000265944
LINC01389	ENSG00000225762
LINC01391	ENSG00000244578
LINC01392	ENSG00000233607
LINC01393	ENSG00000225535
LINC01396	ENSG00000273396
LINC01397	ENSG00000258673
LINC01398	ENSG00000224863
LINC01399	ENSG00000233080
LINC01405	ENSG00000185847
LINC01411	ENSG00000249306
LINC01412	ENSG00000232606
LINC01413	ENSG00000260172
LINC01414	ENSG00000253554
LINC01415	ENSG00000267325
LINC01416	ENSG00000260930
LINC01419	ENSG00000253898
LINC01422	ENSG00000223704
LINC01423	ENSG00000231231
LINC01424	ENSG00000236519
LINC01425	ENSG00000233997
LINC01426	ENSG00000234380
LINC01427	ENSG00000225321
LINC01428	ENSG00000228888
LINC01429	ENSG00000227964
LINC01432	ENSG00000234435
LINC01435	ENSG00000229981
LINC01438	ENSG00000249519
LINC01440	ENSG00000235166
LINC01441	ENSG00000224008
LINC01442	ENSG00000227510
LINC01443	ENSG00000266554
LINC01445	ENSG00000231427
LINC01446	ENSG00000205628
LINC01447	ENSG00000236078
LINC01448	ENSG00000238284
LINC01449	ENSG00000224017
LINC01450	ENSG00000232458
LINC01455	ENSG00000250888
LINC01460	ENSG00000205334
LINC01465	ENSG00000221949
LINC01467	ENSG00000258977
LINC01470	ENSG00000249484
LINC01471	ENSG00000239921
LINC01473	ENSG00000237877
LINC01474	ENSG00000236849
LINC01475	ENSG00000257582
LINC01476	ENSG00000265313
LINC01477	ENSG00000261715
LINC01478	ENSG00000267337
LINC01479	ENSG00000255772
LINC01482	ENSG00000267659
LINC01483	ENSG00000227517
LINC01484	ENSG00000253686
LINC01485	ENSG00000254211
LINC01486	ENSG00000256560
LINC01488	ENSG00000285094
LINC01490	ENSG00000257741
LINC01491	ENSG00000259572
LINC01492	ENSG00000225564
LINC01493	ENSG00000254562
LINC01494	ENSG00000228135
LINC01495	ENSG00000255323
LINC01497	ENSG00000237560
LINC01498	ENSG00000247213
LINC01499	ENSG00000255171
LINC01500	ENSG00000258583
LINC01501	ENSG00000229613
LINC01503	ENSG00000233901
LINC01504	ENSG00000225434
LINC01505	ENSG00000234229
LINC01507	ENSG00000230945
LINC01508	ENSG00000231107
LINC01510	ENSG00000231210
LINC01511	ENSG00000250584
LINC01514	ENSG00000237579
LINC01515	ENSG00000228065
LINC01516	ENSG00000231422
LINC01517	ENSG00000232624
LINC01518	ENSG00000233515
LINC01519	ENSG00000237267
LINC01520	ENSG00000230962
LINC01521	ENSG00000213888
LINC01522	ENSG00000237423
LINC01524	ENSG00000234948
LINC01525	ENSG00000235202
LINC01526	ENSG00000224995
LINC01527	ENSG00000224308
LINC01531	ENSG00000205786
LINC01532	ENSG00000267014
LINC01533	ENSG00000267779
LINC01534	ENSG00000225975
LINC01535	ENSG00000226686
LINC01538	ENSG00000266952
LINC01539	ENSG00000267712
LINC01541	ENSG00000260676
LINC01543	ENSG00000263862
LINC01548	ENSG00000229086
LINC01549	ENSG00000232560
LINC01550	ENSG00000246223
LINC01551	ENSG00000186960
LINC01553	ENSG00000235931
LINC01554	ENSG00000236882
LINC01555	ENSG00000180869
LINC01556	ENSG00000204709
LINC01558	ENSG00000146521
LINC01559	ENSG00000180861
LINC01561	ENSG00000177234
LINC01562	ENSG00000203356
LINC01563	ENSG00000236819
LINC01564	ENSG00000235899
LINC01565	ENSG00000198685
LINC01566	ENSG00000259841
LINC01568	ENSG00000258779
LINC01570	ENSG00000260338
LINC01571	ENSG00000260057
LINC01572	ENSG00000261008
LINC01578	ENSG00000272888
LINC01579	ENSG00000258754
LINC01580	ENSG00000258785
LINC01581	ENSG00000259724
LINC01583	ENSG00000259518
LINC01584	ENSG00000260477
LINC01585	ENSG00000245479
LINC01586	ENSG00000249487
LINC01587	ENSG00000082929
LINC01588	ENSG00000214900
LINC01591	ENSG00000254083
LINC01592	ENSG00000253658
LINC01593	ENSG00000231221
LINC01594	ENSG00000225328
LINC01600	ENSG00000164385
LINC01602	ENSG00000205293
LINC01603	ENSG00000253479
LINC01605	ENSG00000253161
LINC01606	ENSG00000253301
LINC01607	ENSG00000272138
LINC01608	ENSG00000253877
LINC01609	ENSG00000253103
LINC01611	ENSG00000231776
LINC01612	ENSG00000250266
LINC01615	ENSG00000223485
LINC01618	ENSG00000250302
LINC01619	ENSG00000257242
LINC01620	ENSG00000168746
LINC01621	ENSG00000235357
LINC01623	ENSG00000225595
LINC01624	ENSG00000227508
LINC01625	ENSG00000238099
LINC01626	ENSG00000223765
LINC01627	ENSG00000224648
LINC01630	ENSG00000227115
LINC01633	ENSG00000260976
LINC01634	ENSG00000235295
LINC01637	ENSG00000237476
LINC01638	ENSG00000233521
LINC01640	ENSG00000231253
LINC01641	ENSG00000234277
LINC01643	ENSG00000236052
LINC01644	ENSG00000218357
LINC01645	ENSG00000224968
LINC01646	ENSG00000232596
LINC01647	ENSG00000235643
LINC01648	ENSG00000233399
LINC01649	ENSG00000228127
LINC01650	ENSG00000230434
LINC01653	ENSG00000232100
LINC01654	ENSG00000261781
LINC01655	ENSG00000227925
LINC01657	ENSG00000224718
LINC01661	ENSG00000237460
LINC01671	ENSG00000225431
LINC01672	ENSG00000228750
LINC01673	ENSG00000234052
LINC01675	ENSG00000234142
LINC01676	ENSG00000230768
LINC01677	ENSG00000233047
LINC01680	ENSG00000233882
LINC01681	ENSG00000233985
LINC01682	ENSG00000227043
LINC01683	ENSG00000233480
LINC01684	ENSG00000237484
LINC01685	ENSG00000238063
LINC01687	ENSG00000233215
LINC01688	ENSG00000227181
LINC01689	ENSG00000224832
LINC01692	ENSG00000226983
LINC01693	ENSG00000227764
LINC01695	ENSG00000236532
LINC01696	ENSG00000227940
LINC01697	ENSG00000232079
LINC01698	ENSG00000231648
LINC01699	ENSG00000179452
LINC01700	ENSG00000232837
LINC01701	ENSG00000232212
LINC01702	ENSG00000235200
LINC01703	ENSG00000225518
LINC01704	ENSG00000231666
LINC01705	ENSG00000232679
LINC01706	ENSG00000224711
LINC01707	ENSG00000223883
LINC01708	ENSG00000224445
LINC01709	ENSG00000226715
LINC01710	ENSG00000225561
LINC01711	ENSG00000268941
LINC01713	ENSG00000228482
LINC01714	ENSG00000227634
LINC01715	ENSG00000229388
LINC01716	ENSG00000225657
LINC01717	ENSG00000232812
LINC01720	ENSG00000231175
LINC01721	ENSG00000230133
LINC01722	ENSG00000233048
LINC01724	ENSG00000227421
LINC01725	ENSG00000233008
LINC01726	ENSG00000280350
LINC01727	ENSG00000279082
LINC01728	ENSG00000233277
LINC01730	ENSG00000275491
LINC01732	ENSG00000237292
LINC01733	ENSG00000226203
LINC01734	ENSG00000230324
LINC01735	ENSG00000261453
LINC01736	ENSG00000228058
LINC01738	ENSG00000227947
LINC01739	ENSG00000229537
LINC01740	ENSG00000228067
LINC01741	ENSG00000236720
LINC01743	ENSG00000242042
LINC01744	ENSG00000236497
LINC01746	ENSG00000274469
LINC01747	ENSG00000230400
LINC01748	ENSG00000226476
LINC01749	ENSG00000272259
LINC01750	ENSG00000231437
LINC01751	ENSG00000261249
LINC01752	ENSG00000224961
LINC01753	ENSG00000230250
LINC01755	ENSG00000233079
LINC01756	ENSG00000230523
LINC01757	ENSG00000228105
LINC01758	ENSG00000229639
LINC01760	ENSG00000228504
LINC01762	ENSG00000233154
LINC01765	ENSG00000233730
LINC01768	ENSG00000228420
LINC01771	ENSG00000225675
LINC01774	ENSG00000236950
LINC01776	ENSG00000226053
LINC01777	ENSG00000235054
LINC01778	ENSG00000223382
LINC01779	ENSG00000235933
LINC01780	ENSG00000232650
LINC01781	ENSG00000234184
LINC01782	ENSG00000267204
LINC01785	ENSG00000268038
LINC01787	ENSG00000231987
LINC01788	ENSG00000229051
LINC01789	ENSG00000229457
LINC01790	ENSG00000230173
LINC01791	ENSG00000267777
LINC01792	ENSG00000237166
LINC01793	ENSG00000222030
LINC01794	ENSG00000233128
LINC01795	ENSG00000225226
LINC01796	ENSG00000277527
LINC01798	ENSG00000232046
LINC01799	ENSG00000230525
LINC01800	ENSG00000234572
LINC01801	ENSG00000267767
LINC01802	ENSG00000225064
LINC01804	ENSG00000231031
LINC01805	ENSG00000223863
LINC01807	ENSG00000232023
LINC01808	ENSG00000237992
LINC01811	ENSG00000226320
LINC01812	ENSG00000237013
LINC01813	ENSG00000229805
LINC01814	ENSG00000236008
LINC01815	ENSG00000235519
LINC01817	ENSG00000231420
LINC01818	ENSG00000230645
LINC01819	ENSG00000231826
LINC01821	ENSG00000225539
LINC01822	ENSG00000229621
LINC01823	ENSG00000224655
LINC01824	ENSG00000226488
LINC01825	ENSG00000223466
LINC01826	ENSG00000232740
LINC01827	ENSG00000234919
LINC01828	ENSG00000235885
LINC01829	ENSG00000236780
LINC01832	ENSG00000224231
LINC01833	ENSG00000259439
LINC01835	ENSG00000267453
LINC01837	ENSG00000267489
LINC01839	ENSG00000227509
LINC01840	ENSG00000230215
LINC01841	ENSG00000266913
LINC01842	ENSG00000267147
LINC01844	ENSG00000236714
LINC01845	ENSG00000253298
LINC01846	ENSG00000248901
LINC01847	ENSG00000253311
LINC01849	ENSG00000234988
LINC01850	ENSG00000227708
LINC01851	ENSG00000233605
LINC01853	ENSG00000224028
LINC01854	ENSG00000204460
LINC01856	ENSG00000237574
LINC01857	ENSG00000224137
LINC01858	ENSG00000261615
LINC01859	ENSG00000261558
LINC01861	ENSG00000251183
LINC01863	ENSG00000253959
LINC01867	ENSG00000225444
LINC01868	ENSG00000234169
LINC01869	ENSG00000180279
LINC01870	ENSG00000223826
LINC01872	ENSG00000268318
LINC01873	ENSG00000232164
LINC01876	ENSG00000226383
LINC01877	ENSG00000238217
LINC01878	ENSG00000234308
LINC01883	ENSG00000235009
LINC01884	ENSG00000233587
LINC01885	ENSG00000237880
LINC01886	ENSG00000224568
LINC01888	ENSG00000237576
LINC01889	ENSG00000235491
LINC01890	ENSG00000228329
LINC01891	ENSG00000231682
LINC01893	ENSG00000264260
LINC01894	ENSG00000264345
LINC01898	ENSG00000261194
LINC01899	ENSG00000265352
LINC01900	ENSG00000265758
LINC01901	ENSG00000267413
LINC01902	ENSG00000283503
LINC01903	ENSG00000265555
LINC01905	ENSG00000267057
LINC01907	ENSG00000226125
LINC01908	ENSG00000265374
LINC01909	ENSG00000266258
LINC01911	ENSG00000231040
LINC01912	ENSG00000264699
LINC01913	ENSG00000214691
LINC01914	ENSG00000234362
LINC01915	ENSG00000265485
LINC01916	ENSG00000264232
LINC01917	ENSG00000260433
LINC01919	ENSG00000263438
LINC01920	ENSG00000236049
LINC01921	ENSG00000223874
LINC01923	ENSG00000236653
LINC01924	ENSG00000267134
LINC01926	ENSG00000267593
LINC01927	ENSG00000266312
LINC01928	ENSG00000267425
LINC01929	ENSG00000267013
LINC01931	ENSG00000162947
LINC01932	ENSG00000253315
LINC01933	ENSG00000254226
LINC01934	ENSG00000234663
LINC01935	ENSG00000224095
LINC01937	ENSG00000234279
LINC01938	ENSG00000254066
LINC01939	ENSG00000228799
LINC01940	ENSG00000227744
LINC01941	ENSG00000226813
LINC01942	ENSG00000253428
LINC01944	ENSG00000254299
LINC01946	ENSG00000223647
LINC01947	ENSG00000254130
LINC01948	ENSG00000248727
LINC01949	ENSG00000233828
LINC01950	ENSG00000251027
LINC01951	ENSG00000204754
LINC01953	ENSG00000236193
LINC01954	ENSG00000271952
LINC01956	ENSG00000258910
LINC01957	ENSG00000251542
LINC01958	ENSG00000283436
LINC01959	ENSG00000251045
LINC01960	ENSG00000260868
LINC01963	ENSG00000260804
LINC01965	ENSG00000256637
LINC01966	ENSG00000268580
LINC01967	ENSG00000235493
LINC01968	ENSG00000237222
LINC01972	ENSG00000230401
LINC01974	ENSG00000262031
LINC01975	ENSG00000263312
LINC01977	ENSG00000262772
LINC01979	ENSG00000262585
LINC01980	ENSG00000225548
LINC01981	ENSG00000229243
LINC01982	ENSG00000263317
LINC01983	ENSG00000223783
LINC01985	ENSG00000227260
LINC01986	ENSG00000223587
LINC01987	ENSG00000267790
LINC01989	ENSG00000261156
LINC01990	ENSG00000273125
LINC01991	ENSG00000224187
LINC01992	ENSG00000260019
LINC01994	ENSG00000241098
LINC01995	ENSG00000244247
LINC01999	ENSG00000267772
LINC02001	ENSG00000267321
LINC02003	ENSG00000264026
LINC02004	ENSG00000240006
LINC02005	ENSG00000242741
LINC02006	ENSG00000238755
LINC02008	ENSG00000239440
LINC02009	ENSG00000283646
LINC02011	ENSG00000260902
LINC02012	ENSG00000272989
LINC02015	ENSG00000231574
LINC02016	ENSG00000244215
LINC02017	ENSG00000243572
LINC02019	ENSG00000273356
LINC02020	ENSG00000234548
LINC02022	ENSG00000232746
LINC02024	ENSG00000241213
LINC02025	ENSG00000242339
LINC02026	ENSG00000214146
LINC02027	ENSG00000243694
LINC02028	ENSG00000230102
LINC02029	ENSG00000241544
LINC02030	ENSG00000240708
LINC02031	ENSG00000238837
LINC02032	ENSG00000241131
LINC02033	ENSG00000279727
LINC02034	ENSG00000282975
LINC02035	ENSG00000273033
LINC02036	ENSG00000225742
LINC02039	ENSG00000248107
LINC02040	ENSG00000243149
LINC02042	ENSG00000240893
LINC02044	ENSG00000243795
LINC02045	ENSG00000243347
LINC02046	ENSG00000242440
LINC02049	ENSG00000243593
LINC02050	ENSG00000242781
LINC02052	ENSG00000224406
LINC02053	ENSG00000241696
LINC02054	ENSG00000224153
LINC02055	ENSG00000254101
LINC02056	ENSG00000248371
LINC02057	ENSG00000249279
LINC02058	ENSG00000248528
LINC02059	ENSG00000250544
LINC02060	ENSG00000250156
LINC02061	ENSG00000250885
LINC02062	ENSG00000248489
LINC02063	ENSG00000250921
LINC02064	ENSG00000248391
LINC02065	ENSG00000248846
LINC02066	ENSG00000241151
LINC02067	ENSG00000240567
LINC02068	ENSG00000223387
LINC02069	ENSG00000229433
LINC02070	ENSG00000241328
LINC02071	ENSG00000249383
LINC02073	ENSG00000267452
LINC02074	ENSG00000266357
LINC02077	ENSG00000244461
LINC02080	ENSG00000267065
LINC02082	ENSG00000242268
LINC02084	ENSG00000272282
LINC02085	ENSG00000214407
LINC02086	ENSG00000244649
LINC02088	ENSG00000227685
LINC02089	ENSG00000226364
LINC02090	ENSG00000230969
LINC02092	ENSG00000234721
LINC02093	ENSG00000234634
LINC02094	ENSG00000227078
LINC02096	ENSG00000238212
LINC02097	ENSG00000226101
LINC02098	ENSG00000272575
LINC02099	ENSG00000253490
LINC02100	ENSG00000248693
LINC02101	ENSG00000248132
LINC02102	ENSG00000248677
LINC02103	ENSG00000249785
LINC02104	ENSG00000271334
LINC02105	ENSG00000250447
LINC02107	ENSG00000250003
LINC02108	ENSG00000250127
LINC02109	ENSG00000259786
LINC02110	ENSG00000251518
LINC02111	ENSG00000250822
LINC02112	ENSG00000249781
LINC02113	ENSG00000249515
LINC02115	ENSG00000248757
LINC02117	ENSG00000248539
LINC02118	ENSG00000248789
LINC02120	ENSG00000248279
LINC02121	ENSG00000250529
LINC02122	ENSG00000248474
LINC02125	ENSG00000250514
LINC02126	ENSG00000259847
LINC02127	ENSG00000261637
LINC02128	ENSG00000261241
LINC02129	ENSG00000261045
LINC02130	ENSG00000260009
LINC02131	ENSG00000261154
LINC02133	ENSG00000261231
LINC02134	ENSG00000260450
LINC02135	ENSG00000268532
LINC02136	ENSG00000261348
LINC02137	ENSG00000260186
LINC02140	ENSG00000261803
LINC02141	ENSG00000261807
LINC02142	ENSG00000223597
LINC02143	ENSG00000253236
LINC02144	ENSG00000248708
LINC02145	ENSG00000250490
LINC02146	ENSG00000249490
LINC02147	ENSG00000249797
LINC02148	ENSG00000250427
LINC02149	ENSG00000248486
LINC02150	ENSG00000248150
LINC02152	ENSG00000261319
LINC02153	ENSG00000253199
LINC02155	ENSG00000254120
LINC02156	ENSG00000257906
LINC02157	ENSG00000259763
LINC02158	ENSG00000225611
LINC02159	ENSG00000253417
LINC02160	ENSG00000251443
LINC02161	ENSG00000250437
LINC02162	ENSG00000249830
LINC02163	ENSG00000251026
LINC02165	ENSG00000261014
LINC02166	ENSG00000260259
LINC02167	ENSG00000261122
LINC02169	ENSG00000259517
LINC02172	ENSG00000251632
LINC02173	ENSG00000249613
LINC02174	ENSG00000249297
LINC02175	ENSG00000262155
LINC02176	ENSG00000260340
LINC02177	ENSG00000261617
LINC02178	ENSG00000261092
LINC02180	ENSG00000261749
LINC02181	ENSG00000232190
LINC02183	ENSG00000283304
LINC02185	ENSG00000262097
LINC02186	ENSG00000261856
LINC02188	ENSG00000261175
LINC02190	ENSG00000261475
LINC02191	ENSG00000261636
LINC02192	ENSG00000261325
LINC2194	ENSG00000260264
LINC02195	ENSG00000236481
LINC02196	ENSG00000250974
LINC02197	ENSG00000250387
LINC02198	ENSG00000249352
LINC02199	ENSG00000250198
LINC02201	ENSG00000251538
LINC02202	ENSG00000245812
LINC02204	ENSG00000280639
LINC02205	ENSG00000259473
LINC02206	ENSG00000259289
LINC02207	ENSG00000258476
LINC02208	ENSG00000250891
LINC02209	ENSG00000253279
LINC02210	ENSG00000204650
LINC02210-CRHR1	ENSG00000263715
LINC02211	ENSG00000245662
LINC02212	ENSG00000249396
LINC02213	ENSG00000249160
LINC02214	ENSG00000251311
LINC02215	ENSG00000249128
LINC02216	ENSG00000249551
LINC02217	ENSG00000248455
LINC02218	ENSG00000249662
LINC02219	ENSG00000253787
LINC02220	ENSG00000248457
LINC02221	ENSG00000250814
LINC02223	ENSG00000249937
LINC02224	ENSG00000249203
LINC02225	ENSG00000249584
LINC02226	ENSG00000245729
LINC02227	ENSG00000276778
LINC02228	ENSG00000251273
LINC02229	ENSG00000250313
LINC02231	ENSG00000248995
LINC02232	ENSG00000250125
LINC02233	ENSG00000250488
LINC02234	ENSG00000248202
LINC02235	ENSG00000254689
LINC02237	ENSG00000253434
LINC02238	ENSG00000223479
LINC02240	ENSG00000260192
LINC02241	ENSG00000251629
LINC02242	ENSG00000249736
LINC02245	ENSG00000237638
LINC02246	ENSG00000281903
LINC02248	ENSG00000235160
LINC02250	ENSG00000235731
LINC02251	ENSG00000258483
LINC02252	ENSG00000261304
LINC02253	ENSG00000259485
LINC02254	ENSG00000259664
LINC02255	ENSG00000277718
LINC02257	ENSG00000238042
LINC02258	ENSG00000257912
LINC02259	ENSG00000259783
LINC02260	ENSG00000250456
LINC02261	ENSG00000249699
LINC02262	ENSG00000224932
LINC02263	ENSG00000228358
LINC02264	ENSG00000229565
LINC02265	ENSG00000249241
LINC02266	ENSG00000272727
LINC02267	ENSG00000248510
LINC02268	ENSG00000248174
LINC02269	ENSG00000250708
LINC02270	ENSG00000251210
LINC02271	ENSG00000240152
LINC02272	ENSG00000251283
LINC02273	ENSG00000245954
LINC02274	ENSG00000258586
LINC02275	ENSG00000248319
LINC02276	ENSG00000250141
LINC02277	ENSG00000258487
LINC02278	ENSG00000251635
LINC02281	ENSG00000257748
LINC02283	ENSG00000248184
LINC02284	ENSG00000259719
LINC02285	ENSG00000259004
LINC02286	ENSG00000258098
LINC02287	ENSG00000258499
LINC02288	ENSG00000246548
LINC02289	ENSG00000258819
LINC02290	ENSG00000258502
LINC02291	ENSG00000197176
LINC02292	ENSG00000258630
LINC02293	ENSG00000257185
LINC02294	ENSG00000257845
LINC02296	ENSG00000258859
LINC02299	ENSG00000258979
LINC02300	ENSG00000258175
LINC02301	ENSG00000258743
LINC02303	ENSG00000258616
LINC02305	ENSG00000258532
LINC02306	ENSG00000257986
LINC02307	ENSG00000258969
LINC02308	ENSG00000258675
LINC02309	ENSG00000258994
LINC02310	ENSG00000258808
LINC02311	ENSG00000258718
LINC02312	ENSG00000258869
LINC02313	ENSG00000258474
LINC02314	ENSG00000259082
LINC02315	ENSG00000251363
LINC02316	ENSG00000258912
LINC02317	ENSG00000258678
LINC02318	ENSG00000258390
LINC02319	ENSG00000258694
LINC02320	ENSG00000258404
LINC02321	ENSG00000258884
LINC02324	ENSG00000255002
LINC02325	ENSG00000246084
LINC02326	ENSG00000257523
LINC02327	ENSG00000258038
LINC02328	ENSG00000258733
LINC02329	ENSG00000258814
LINC02330	ENSG00000258770
LINC02331	ENSG00000235269
LINC02333	ENSG00000271564
LINC02334	ENSG00000274317
LINC02335	ENSG00000278630
LINC02336	ENSG00000271395
LINC02337	ENSG00000215881
LINC02338	ENSG00000277448
LINC02339	ENSG00000279797
LINC02340	ENSG00000275294
LINC02341	ENSG00000283554
LINC02342	ENSG00000280580
LINC02343	ENSG00000271850
LINC02344	ENSG00000227911
LINC02345	ENSG00000259225
LINC02346	ENSG00000206187
LINC02347	ENSG00000214043
LINC02349	ENSG00000259284
LINC02354	ENSG00000257488
LINC02355	ENSG00000248210
LINC02356	ENSG00000257595
LINC02357	ENSG00000283314
LINC02358	ENSG00000251256
LINC02359	ENSG00000284848
LINC02360	ENSG00000248300
LINC02362	ENSG00000249096
LINC02364	ENSG00000250190
LINC02365	ENSG00000254233
LINC02366	ENSG00000256888
LINC02367	ENSG00000260423
LINC02369	ENSG00000256551
LINC02370	ENSG00000230294
LINC02372	ENSG00000249873
LINC02373	ENSG00000257507
LINC02374	ENSG00000249747
LINC02375	ENSG00000256362
LINC02376	ENSG00000256292
LINC02377	ENSG00000250102
LINC02378	ENSG00000256994
LINC02380	ENSG00000248505
LINC02381	ENSG00000250742
LINC02382	ENSG00000250968
LINC02383	ENSG00000248143
LINC02384	ENSG00000251301
LINC02385	ENSG00000257193
LINC02386	ENSG00000257756
LINC02387	ENSG00000256232
LINC02388	ENSG00000257259
LINC02389	ENSG00000255693
LINC02390	ENSG00000256582
LINC02391	ENSG00000277851
LINC02392	ENSG00000258183
LINC02393	ENSG00000256597
LINC02394	ENSG00000258332
LINC02395	ENSG00000257771
LINC02396	ENSG00000258135
LINC02397	ENSG00000205056
LINC02398	ENSG00000256287
LINC02400	ENSG00000257784
LINC02401	ENSG00000257762
LINC02402	ENSG00000257510
LINC02403	ENSG00000257541
LINC02404	ENSG00000257893
LINC02405	ENSG00000249345
LINC02406	ENSG00000258144
LINC02408	ENSG00000203585
LINC02409	ENSG00000257920
LINC02410	ENSG00000258292
LINC02413	ENSG00000257345
LINC02416	ENSG00000257924
LINC02418	ENSG00000214039
LINC02420	ENSG00000256172
LINC02421	ENSG00000255970
LINC02422	ENSG00000255760
LINC02423	ENSG00000256750
LINC02424	ENSG00000258220
LINC02425	ENSG00000256259
LINC02426	ENSG00000257747
LINC02427	ENSG00000271538
LINC02428	ENSG00000248740
LINC02429	ENSG00000251266
LINC02430	ENSG00000250252
LINC02431	ENSG00000248872
LINC02432	ENSG00000248810
LINC02435	ENSG00000251526
LINC02436	ENSG00000250754
LINC02437	ENSG00000248517
LINC02438	ENSG00000248238
LINC02439	ENSG00000255814
LINC02441	ENSG00000256643
LINC02442	ENSG00000256077
LINC02443	ENSG00000256115
LINC02444	ENSG00000258123
LINC02445	ENSG00000257750
LINC02448	ENSG00000257230
LINC02450	ENSG00000257114
LINC02451	ENSG00000257164
LINC02452	ENSG00000283422
LINC02453	ENSG00000245017
LINC02454	ENSG00000256268
LINC02455	ENSG00000256672
LINC02456	ENSG00000283052
LINC02458	ENSG00000246363
LINC02459	ENSG00000257476
LINC02460	ENSG00000255714
LINC02461	ENSG00000258331
LINC02462	ENSG00000251291
LINC02463	ENSG00000257683
LINC02464	ENSG00000257677
LINC02465	ENSG00000249618
LINC02466	ENSG00000246876
LINC02468	ENSG00000256499
LINC02469	ENSG00000248408
LINC02470	ENSG00000225231
LINC02471	ENSG00000223914
LINC02472	ENSG00000248338
LINC02474	ENSG00000228437
LINC02476	ENSG00000225546
LINC02477	ENSG00000249425
LINC02478	ENSG00000285373
LINC02479	ENSG00000251326
LINC02480	ENSG00000251040
LINC002481	ENSG00000246526
LINC02483	ENSG00000251383
LINC02484	ENSG00000248685
LINC02485	ENSG00000248456
LINC02487	ENSG00000203688
LINC02488	ENSG00000249362
LINC02489	ENSG00000255007
LINC02490	ENSG00000259237
LINC02492	ENSG00000250590
LINC02493	ENSG00000250819
LINC02494	ENSG00000250340
LINC02495	ENSG00000249896
LINC02496	ENSG00000249066
LINC02497	ENSG00000251182
LINC02498	ENSG00000283083
LINC02499	ENSG00000250436
LINC02500	ENSG00000249460
LINC02501	ENSG00000249882
LINC02502	ENSG00000250392
